date,NBUW,DXBT,KPEL,JMDX,PHRL,QIAO,ZLZM,WJIN,NOKG,JFAI,DQMQ,JTRD,YSCS,TKAD,PFBO,GGUX,YMWW,OVCY,GTIY,BMZL,FLGY,VRMZ,RMSX,KZER,ZURV,UTPJ,FUNW,RFYJ,BNKK,DSJS,IRMF,IRZY,PBDJ,WKXL,BUFI,RPWC,QEAM,UIGI,MKAP,PMFE,NTIW,DGUN,KXPJ,INDR,LZYJ,GLBF,TVXF,STHM,FZPF,DIIJ,HCUY,JKNN,TCUN,ROEQ,KTTB,BTLQ,FCHX,RVSY,KTAD,NZST,YKPU,OZDD,FFBX,IHRO,LRAW,HRMI,FIXI,KFZA,PVNQ,PIVW,ZDSW,MVLW,VDCL,WATA,GUUW,HLOI,SBCP,QIJN,IWYW,FIEP,GGFP,OWQF,RWHY,PTHJ,IHXT,CCOD,WJIV,ZFIF,YGUK,WBDC,NNKR,KZFJ,YCTF,MIXE,HQXF,VPCN,CYIQ,EVDG,CNPB,WQGP,Total,Day,Weekday,WeekYear
2012/03/19,16034.67,14647.06,15417.95,15880.49,16188.85,15880.49,15109.59,14647.06,15417.95,15109.59,15417.95,15263.77,15726.31,15572.13,15726.31,15263.77,15417.95,14955.41,15726.31,15417.95,15417.95,14647.06,14647.06,16188.85,14955.41,15263.77,15417.95,15109.59,16034.67,15726.31,14492.88,16034.67,15417.95,15109.59,15417.95,15572.13,15726.31,15880.49,15109.59,14955.41,14801.24,14955.41,15263.77,15263.77,15726.31,14801.24,14801.23,15572.13,15417.95,15417.95,14492.88,15109.59,15572.13,15417.95,16034.67,14647.06,15572.13,15417.95,15109.59,14955.41,15726.31,14801.23,15109.59,15263.77,15880.49,15880.49,16343.03,15417.95,14955.41,15263.77,16343.03,14801.24,15572.13,15880.49,15572.13,15572.13,15263.77,14955.41,15880.49,15880.49,15109.59,15572.13,15263.77,15263.77,14955.41,14955.41,14955.41,15109.59,15726.31,15572.13,15726.31,15572.13,15726.31,15263.77,15263.77,15417.95,15109.59,15572.13,15726.31,15572.13,1538094.7799999993,809,0,12
2012/03/20,15727.87,14648.51,15882.07,15265.29,14956.9,15111.1,15111.09,15727.87,15727.87,15265.28,15573.68,15111.09,14802.7,15727.87,15111.09,15111.1,15727.87,16036.27,14802.71,15111.1,15573.68,16344.65,15419.48,16190.45,15573.68,15419.49,16036.26,14802.7,14956.9,14956.9,15265.29,16190.46,14802.71,14802.71,15573.68,15727.87,15111.1,15111.1,15573.68,15265.29,14956.9,15111.1,15727.88,14494.31,15419.48,16190.45,15882.07,15111.09,15727.87,15573.68,15727.87,15573.68,15882.07,16036.26,15573.68,15265.29,13877.54,14956.9,15419.48,15727.87,16498.85,15882.07,15419.48,15265.29,16344.65,15265.28,15419.48,14648.51,14956.9,16190.46,15419.49,14956.9,15419.48,15573.68,15265.29,15882.06,15419.49,15111.09,15419.48,15573.68,15573.67,15265.29,15419.49,15882.07,15419.48,15265.29,15419.48,15882.07,16036.26,15882.06,15111.09,14956.9,15727.87,15727.87,15727.87,15419.49,15727.88,16190.46,15265.29,15265.29,1544569.6600000004,810,1,12
2012/03/21,15881.82,14956.66,15573.43,16498.58,16498.58,15110.85,15110.86,15265.04,14956.66,15419.24,15573.42,15573.43,15110.85,15110.85,15265.04,15110.85,15573.43,14956.65,15727.61,15110.85,15881.81,16036,15573.43,15265.05,15265.04,16036,15573.43,14956.66,16036.01,15573.42,15881.81,15419.23,15573.42,15881.8,16652.77,14648.27,15110.85,15881.81,15573.43,16190.2,14956.66,15727.62,16344.39,14802.47,14956.66,15573.43,15265.04,15265.04,15110.85,16190.19,16344.39,15573.43,15265.04,15419.24,15419.24,15727.61,15573.42,15881.81,14956.66,15110.85,15573.43,15881.81,15573.44,16036,15573.43,15419.24,15727.63,16344.39,15881.81,15110.85,15419.23,14802.47,15419.24,14802.47,15110.85,14648.28,14956.65,15727.62,15265.05,15573.42,16344.4,15573.43,15419.23,15727.61,15265.05,15727.61,15110.85,15573.43,15419.24,15419.24,15110.85,14956.66,15881.81,16036.01,15881.81,15265.04,14956.65,16190.19,16036.01,15573.42,1551175.0300000005,811,2,12
2012/03/22,14959.14,15113.36,15576.02,15113.36,15421.8,15421.81,16038.67,16501.33,15267.57,15421.79,15884.46,15421.8,15267.58,14959.15,15113.36,15884.46,15576.02,15576.02,15884.46,15421.8,14650.71,14804.93,16038.67,14650.7,14804.93,14959.15,14959.15,16038.67,15576.02,15421.81,15730.23,15730.24,15884.46,15730.25,15730.24,14804.93,15113.37,15421.8,15884.45,15267.58,14033.84,16038.67,15730.24,15113.36,15730.23,16192.88,15421.8,15113.36,15267.58,15730.24,15421.8,14188.05,15267.58,15421.8,14342.27,15576.02,14804.94,14650.71,15884.45,15576.02,15884.45,15884.46,14496.48,15421.8,14496.49,15113.36,15730.23,15267.58,15421.8,15576.02,15884.46,15421.8,15421.79,15113.36,16501.33,15884.45,15113.37,14650.71,15730.23,15113.37,15267.57,15267.58,15884.46,16038.68,15113.36,15576.02,14804.92,15576.02,15421.8,15576.01,15113.36,15267.58,15267.58,15267.58,15576.02,15113.37,15730.24,15884.46,15421.8,15113.37,1538941.4100000008,812,3,12
2012/03/23,15113,15421.43,15267.21,15575.64,15575.64,15729.85,14958.78,15112.99,16346.71,16809.36,15421.42,15421.42,15575.64,15267.21,15729.85,16500.92,14958.78,16038.28,16346.7,15267.21,14650.35,16500.92,14804.57,15575.64,14650.35,15267.2,16192.49,16192.5,15112.99,15267.2,15113,15729.85,14650.35,15729.84,16346.71,15421.42,15729.85,15575.64,15575.64,14958.78,15112.99,14650.35,15112.99,15421.42,15421.42,16500.93,15267.21,14958.78,15421.42,15267.2,15267.21,16192.5,14341.92,15267.21,15729.85,15729.85,15112.99,15729.85,15575.64,15884.07,15575.64,14958.78,15575.64,16500.92,14650.35,15421.43,15113,16038.28,14496.14,15267.2,15884.06,15729.85,15421.43,14958.78,15729.85,15267.21,15575.63,15575.64,14804.57,15421.42,14650.36,15575.64,15421.42,16038.28,14958.78,15884.06,15113,15575.64,16038.28,15113,15575.64,14958.78,15421.42,15113,15112.99,15421.42,15267.21,14958.78,15729.85,15421.42,1544763.9199999997,813,4,12
2012/03/24,15423.17,15268.94,15114.71,15423.17,14652.01,14960.48,14806.24,15731.63,14960.47,14960.47,15885.86,15577.4,15577.4,14960.47,14806.24,15268.94,15423.17,16348.56,16194.33,15268.94,14806.24,14652.01,15268.94,15577.4,15577.4,14652.01,14497.78,16040.09,15577.4,15268.94,14806.24,15423.17,15577.4,16040.1,16194.33,15423.17,14960.47,15423.17,14960.47,15268.94,16194.33,15114.71,16040.1,15731.63,15731.63,14960.47,15423.17,14960.47,15423.17,15114.71,14960.47,16040.09,14806.24,15423.17,15268.94,15114.71,15423.17,15577.4,16040.1,14806.24,15577.4,14960.48,16040.09,15268.94,15577.4,16194.33,15731.63,16502.79,15731.63,14806.24,15731.63,15423.17,15577.4,15268.94,14960.48,16040.09,15423.17,15577.4,15885.86,14960.47,15268.94,14960.47,16040.1,14343.55,16348.56,14960.48,16040.09,15577.4,15268.94,15423.17,15423.17,16194.33,14960.47,16040.09,14960.47,15731.63,15885.86,15577.4,15114.71,15268.94,1541391.4999999993,814,5,12
2012/03/25,15270.05,16041.26,15732.78,14961.56,15732.78,15578.54,15270.05,14807.32,14807.32,16349.75,15887.02,15578.54,15424.29,14498.84,15270.05,15424.3,15270.05,15270.05,15270.05,15115.81,15424.29,15115.81,15887.02,15732.78,15270.05,14961.57,16041.27,15887.02,15732.78,14498.84,14807.32,14807.32,15578.54,15424.3,15578.54,15115.81,15732.78,15270.05,15732.78,15270.05,15424.29,15424.29,15578.54,15270.05,15578.54,14036.1,16504,16349.75,14498.84,15270.05,14807.32,15115.81,15578.54,15270.05,15887.02,16041.27,16041.27,14807.32,15270.05,15424.29,15115.81,14807.32,16349.75,14807.32,15732.78,15887.02,15887.02,14961.57,15270.05,15424.3,14498.84,15732.78,16349.75,16349.75,14961.57,15887.02,14807.32,15887.02,15424.29,15578.54,15115.8,16041.26,15578.54,15424.3,15887.02,15424.3,15578.53,15270.05,15270.05,15578.53,15424.29,15887.02,16195.51,15424.29,16041.27,15115.81,14807.32,15578.54,15732.78,16195.51,1544897.2600000016,815,6,12
2012/03/26,15270.1,15578.59,15578.58,13573.42,14807.36,15578.58,15270.1,15732.82,15578.59,15270.1,15578.58,14961.61,14961.61,15887.07,15270.09,14653.12,15732.83,15270.09,16349.79,14653.12,15887.07,15887.07,16041.32,16041.32,15270.09,16041.31,16349.8,16041.32,14961.61,15424.33,15578.58,16349.8,15115.85,15424.33,15270.09,15424.34,14961.61,14961.61,14961.61,15578.58,15578.58,15115.85,15115.85,15424.34,16504.04,15578.59,15424.34,15424.34,14807.36,14498.87,15732.82,15887.07,16041.31,15732.83,16195.56,15424.33,16504.03,15732.82,16041.31,14807.37,14653.12,14653.12,15578.59,15732.82,15270.1,14807.37,15732.83,16195.55,15732.83,15732.82,16041.31,14807.37,15270.1,15887.07,15578.58,16041.32,14807.36,15732.83,15115.85,15578.58,15424.35,15115.85,15115.85,15270.09,15115.85,15732.82,15424.34,14961.61,15578.59,15732.83,15732.83,15424.34,15732.82,14807.37,14961.61,15732.82,14961.61,15424.34,16349.8,15732.82,1545981.460000002,816,0,13
2012/03/27,15272.54,15735.35,16043.89,15426.82,15735.35,14964.02,15426.81,16043.89,15272.54,15118.27,15272.55,15426.82,15272.55,15272.55,15581.09,15581.09,16352.42,15735.36,15735.36,15118.28,15735.35,15272.55,15426.81,15889.62,14964.01,15426.82,14964.01,15118.27,16043.89,15735.36,14809.74,15118.28,15272.56,15426.83,15426.82,15272.55,15272.55,14501.21,15735.35,15581.08,16043.89,15889.62,15735.36,15272.55,15426.82,15272.54,15735.36,14964.01,15581.09,15581.09,15426.82,14809.74,15118.28,15889.62,16352.42,15118.29,15426.83,15426.82,15581.08,15735.35,15118.28,16506.7,15272.54,15581.09,14655.47,15735.35,15426.81,14809.74,15426.82,15889.63,14809.75,14964.01,16198.15,16660.96,15581.09,14655.47,16660.97,15735.35,15581.08,15272.55,14501.2,14809.74,15426.82,16043.9,15581.08,15735.36,15426.81,14964.01,15581.08,15581.08,15426.81,15889.62,14809.75,16043.88,15735.36,15735.36,15272.55,16043.89,15426.82,15581.1,1547926.8200000005,817,1,13
2012/03/28,15272.03,15117.77,15889.08,16043.34,15734.82,15580.55,15272.03,15117.76,15117.77,15580.56,15734.81,15580.55,15734.82,15889.08,14654.98,15426.29,14654.98,14809.23,14963.5,15272.02,15117.77,15426.29,15117.77,15734.82,15117.76,15426.29,15889.08,16043.35,15580.55,16814.65,14809.24,15426.29,15117.76,15272.02,15426.29,14963.5,15272.03,15889.08,15889.08,15580.55,14809.24,15580.55,15426.29,15580.56,15117.77,15734.82,15734.81,15426.29,14346.45,15272.02,16660.39,15889.08,15117.76,15272.03,14963.5,15117.76,15580.54,16043.34,14654.98,14809.24,15426.29,15272.02,16043.35,15117.76,15734.82,15272.03,16351.87,14963.5,15117.77,15272.02,15734.81,14809.24,16043.35,15426.29,14809.23,15734.82,15117.76,15426.29,15272.03,16043.34,15889.09,14654.98,15426.28,15426.29,15580.56,15734.81,15889.08,15117.77,14809.24,15272.03,15426.29,15272.03,14192.19,14346.46,15734.81,14963.5,15734.81,14654.97,15580.55,15734.81,1538926.7000000011,818,2,13
2012/03/29,15274.09,15582.65,15736.94,14811.24,15119.81,15428.38,14811.24,15582.66,15428.37,16045.5,15736.94,15274.09,15736.94,15274.09,15736.94,16354.08,15428.37,16045.51,14811.24,14811.24,14811.24,15736.94,15119.8,15119.8,15274.09,16354.08,15274.09,15274.09,15274.09,14502.67,15428.37,15428.37,15274.09,15274.09,14502.67,15428.37,16508.36,15428.37,15119.81,15736.94,15428.37,15428.37,15582.66,15428.37,15428.37,15736.94,15428.37,15119.81,15119.81,15119.81,15274.09,14965.52,16045.51,14965.52,14965.52,15274.09,16354.08,14656.96,15891.22,14502.67,15736.94,16816.93,16045.5,15274.09,14965.52,14656.95,15428.37,15274.09,15891.22,15428.38,16354.08,15428.37,15274.09,15582.66,14811.24,15274.09,15274.09,15119.8,14965.52,15582.66,15428.37,15274.09,15119.81,16045.51,15582.66,15736.94,16662.64,16045.51,16045.51,15736.94,15119.8,15736.94,15582.66,15582.65,16662.64,15428.37,15119.81,14811.24,15274.09,15428.38,1544225.86,819,3,13
2012/03/30,15737.66,15429.08,14349.05,15583.37,15737.66,14966.21,15274.79,15429.08,14811.92,15891.95,15429.08,15274.79,16046.25,15891.96,14811.92,16200.54,16663.41,15737.67,15737.67,16200.54,16663.41,15891.96,15583.37,15737.66,14966.21,15891.96,15274.79,15274.79,14966.21,15429.08,16509.12,15274.79,14811.92,14503.34,15120.5,15120.5,15429.08,15274.79,15429.08,15891.96,14503.34,14657.63,15583.37,15429.08,15429.08,14811.92,15583.37,15583.37,14966.21,15891.96,15274.79,15737.66,15737.66,15274.79,16046.25,15274.79,15891.96,15583.37,15583.37,14657.63,15429.08,15429.08,16046.25,15120.5,15737.66,16200.54,15891.95,14811.92,15274.79,15737.67,14657.63,15891.96,14811.92,14966.21,14966.21,14966.21,14966.21,15274.79,14657.63,15583.37,15583.37,15120.5,14194.76,15737.67,14194.76,15891.96,15429.08,15891.96,16200.54,15274.79,15429.08,16200.54,15737.66,15583.37,15737.66,15120.5,16046.25,15737.66,15120.5,15120.5,1543525.4099999995,820,4,13
2012/04/01,14968.82,15586.09,15586.09,14968.82,15277.46,16049.05,15740.41,15586.1,15431.77,15277.45,16357.69,15123.14,15431.78,15586.1,15894.73,15586.1,15740.41,15586.1,15431.78,15431.78,16049.05,15277.46,14505.87,14968.82,15431.78,15740.42,15123.14,15431.77,15431.78,14814.51,15431.77,16357.68,14968.83,16203.38,15431.78,14814.5,15431.78,15431.78,16203.36,15894.73,15431.78,15431.78,16049.05,15123.14,16049.05,15586.09,14968.83,15586.09,16203.37,15586.1,15894.73,15123.14,14660.19,15894.73,15586.09,15123.15,14814.52,14968.83,15277.46,16049.05,15740.41,15123.15,15277.45,15431.78,15740.41,15123.13,15277.45,15431.78,15123.14,15740.42,15431.78,15123.14,15894.72,15431.77,15586.1,15123.13,15894.74,15431.77,15277.46,15431.78,15431.77,15740.41,15431.78,15740.42,15277.46,15277.47,14968.82,15894.73,15123.14,14814.5,16049.05,15740.41,15277.46,15586.09,15277.46,15277.46,15123.14,15894.73,15894.73,15431.79,1546881.3599999994,822,6,13
2012/04/02,15739.84,16974.33,15122.59,15585.52,16048.46,16202.76,15122.59,14968.27,15894.15,15122.59,15585.52,14813.96,15431.21,15431.21,15122.58,15894.14,15431.21,15431.2,15122.58,15894.14,14968.27,15431.21,15894.15,14813.97,15122.58,14968.27,15585.52,15276.9,14968.27,15431.2,15276.9,15122.58,15894.14,15739.82,15894.14,15739.83,15739.83,15585.52,15739.83,15276.9,15122.59,15122.58,15431.2,14968.27,14968.27,16357.09,15431.21,16048.46,15585.52,14813.95,16202.77,14659.65,15122.58,15276.9,15894.15,15739.83,15894.13,14968.27,15276.9,15276.9,15739.83,15431.2,15122.59,15431.21,14813.96,16511.4,15431.21,14196.71,15122.59,14968.27,14351.02,16048.46,16048.46,15585.52,15585.52,15585.53,15122.58,15276.9,15739.84,14351.02,15431.22,14968.28,15276.89,15122.58,15276.9,15122.58,14813.96,14505.34,15894.15,15276.9,15585.52,15585.52,16511.39,15431.21,15585.52,15122.58,15894.14,15276.89,14968.27,15431.2,1541114.7599999995,823,0,14
2012/04/03,16359.56,15433.55,15433.55,15587.89,16359.56,15742.23,15279.21,15433.55,15433.55,15433.55,14816.21,15742.22,15279.21,14661.87,15124.88,16359.57,15742.22,16050.9,15124.88,15279.22,15742.22,15433.55,15587.88,16359.56,15742.22,14816.21,14507.54,15896.55,16205.23,14816.21,14970.54,14816.21,15742.23,14970.55,14970.55,14970.54,15124.88,15433.55,15279.21,15433.55,15433.55,15587.89,15587.89,14970.54,14970.54,15124.88,15433.55,14816.21,15124.88,15742.23,15279.22,14970.54,15433.55,15279.21,15433.55,14816.21,16205.24,15433.55,15124.88,15124.88,14816.21,15124.88,15279.21,15124.88,15742.22,15587.88,15742.22,15742.22,15896.56,14970.55,15742.23,15896.55,15587.88,16205.23,14661.88,15433.55,14970.55,15742.22,14970.54,15433.55,15279.21,15124.88,15433.56,15433.55,14816.21,14661.88,16050.89,14970.54,15587.88,15433.55,14661.87,15742.22,15587.89,15279.21,16513.9,15433.55,16668.24,16050.89,15433.55,14353.21,1540577.0399999996,824,1,14
2012/04/04,15125.19,15279.53,15433.87,15279.53,15279.53,15742.54,14816.51,14970.85,15896.88,15279.53,15896.88,16051.22,15279.53,15896.88,15588.21,15279.53,15433.87,15279.53,15279.53,15588.2,15433.87,14816.51,14970.85,15588.21,15279.53,16051.22,15279.53,15588.21,14816.51,16205.56,15125.19,15588.21,16051.22,15279.53,15433.87,16359.9,15742.54,14970.85,16205.56,14970.85,15125.19,15279.53,15742.54,14662.17,15279.53,15588.21,15896.88,15742.54,16051.22,15433.87,15742.54,15433.87,15279.53,15125.19,14970.85,14970.85,15279.53,15896.88,15742.54,16051.22,14662.17,14816.51,15588.21,15433.87,15588.21,14816.51,15433.87,14507.83,15588.21,14507.83,15433.87,15279.53,15433.87,16359.9,15433.87,15433.87,15742.54,16359.9,15279.53,15896.88,15279.53,15125.19,16359.9,14970.85,15742.54,15279.53,15588.21,15279.53,15433.87,14816.51,15125.19,14507.83,15279.53,15125.19,15433.87,16051.22,15896.88,16051.22,15896.88,16051.22,1544621.4100000004,825,2,14
2012/03/31,15583.79,16200.96,15429.49,15583.78,14812.31,16046.66,15892.38,14658.01,15429.49,15583.79,15583.78,15429.49,15275.19,15429.49,16046.67,15120.9,16046.67,15892.37,16200.96,15275.19,14658.01,16200.96,15738.08,15892.38,15583.78,15120.89,15429.49,14966.61,15120.9,15275.19,15738.08,16046.67,14812.3,15738.07,15738.07,15429.49,15583.78,15892.37,15120.9,15738.08,16355.26,14812.31,15275.19,16355.26,14966.6,15738.08,15120.9,15429.49,15738.08,14658.01,15429.49,14966.61,15275.19,14658.01,15583.78,14503.71,14966.6,15583.78,15892.37,15429.49,14658.01,15892.37,14503.72,15429.49,14658.01,15275.2,15583.79,15429.49,15120.9,14658.01,14812.3,15275.2,15429.49,15275.19,14812.3,15738.08,15275.19,16200.96,15583.79,15429.49,15275.2,14812.31,14658.01,15429.48,15429.49,14812.3,15120.9,15892.37,15892.37,15120.9,15275.19,15275.19,15120.9,15275.2,15738.08,15120.9,15738.07,15275.19,16663.85,14503.71,1539554.2699999996,821,5,13
2012/04/05,15280.33,15589.02,15280.33,15589.02,15280.33,15743.36,14817.29,15125.98,14971.64,15589.02,14662.94,15125.98,14662.94,14971.63,15125.98,15434.67,15897.71,15434.67,15280.32,15280.32,14817.29,14971.63,15280.33,15125.98,15589.02,15434.67,16360.75,15125.98,15589.02,16206.4,15589.02,15589.02,15743.36,14354.24,15897.71,14817.29,14354.24,15589.02,15125.98,15743.37,15743.37,15897.71,14971.63,15434.67,15589.02,15125.98,15589.02,15434.67,15743.37,15434.67,14971.63,15280.33,15743.37,16206.41,15434.67,15434.67,15743.36,14971.63,15434.67,15125.98,14662.94,14508.59,15589.02,16052.06,14971.63,15743.37,14817.29,15434.67,16052.06,15125.98,15280.32,15280.33,14971.63,16206.41,15897.71,15125.98,15589.02,15897.71,15434.67,14662.94,15434.68,15434.67,15743.36,15743.36,15589.02,15125.98,15589.02,14971.63,14817.29,14817.29,14817.29,15280.33,15743.37,15125.98,15589.02,15125.98,15125.98,16360.75,16052.06,14817.28,1536367.3000000003,826,3,14
2012/04/06,15591.05,15745.41,15436.68,15591.05,15591.05,15436.69,15745.41,15899.78,15591.04,15899.78,14664.85,16054.15,15899.78,15436.68,16054.15,15591.05,15591.05,15127.95,15745.42,15436.69,15127.95,14973.58,15282.31,16054.14,15282.32,15899.79,16362.89,14819.21,15745.42,16054.15,15436.68,15127.95,15745.42,15127.96,15436.69,15127.95,15127.95,14973.58,15436.68,15591.05,14819.21,14510.48,15745.42,15436.68,15436.68,15282.31,15899.78,15899.78,15745.42,15899.79,14973.58,16517.25,16517.25,14664.85,15899.78,15127.95,15436.69,14973.58,15899.78,15127.95,14973.58,14973.59,15591.04,15127.95,15745.41,15591.04,15745.41,15127.95,15591.05,14819.22,14973.59,14973.58,15127.94,14664.85,14664.85,15282.31,15282.32,15591.05,16054.15,15745.42,15436.67,15127.95,15745.42,15127.95,15282.31,15899.79,15745.41,15745.41,15591.05,15745.41,15282.31,15436.68,14664.85,14973.58,15282.32,15899.79,15127.95,16054.15,15127.95,14973.59,1544594.4300000002,827,4,14
2012/04/07,14818.74,14973.1,14973.1,16207.99,15281.82,15590.54,16208,15127.46,16053.64,14510.02,15281.82,14973.1,15281.82,14664.37,15436.18,15590.54,16053.63,15436.18,15281.81,15744.9,15281.82,15899.27,15590.55,15127.46,15744.9,16053.62,16053.63,14664.38,14818.74,15436.18,15127.46,15436.18,15899.26,15590.53,15127.45,15744.91,15436.18,15127.46,16053.63,15281.82,14818.74,14510.01,15590.54,15281.82,15744.91,15281.83,15127.46,15436.18,15590.54,16207.98,15899.27,15281.82,15127.46,15744.91,14818.74,15899.26,15590.53,15127.46,14664.37,15436.18,14818.74,16207.99,15590.55,15590.54,15436.18,15281.83,15127.46,15590.54,15127.46,15281.81,15436.18,14818.74,15744.91,15744.91,16053.62,15127.47,16362.34,14818.74,15899.27,15744.9,15744.92,15744.91,15744.9,15590.54,15590.55,14664.37,15127.46,16053.63,16053.63,15281.83,15744.91,16207.99,15281.82,15281.83,15436.18,14664.37,15590.54,14973.09,15127.46,14818.72,1542692.03,828,5,14
2012/04/08,15438.69,16365.01,15129.91,15438.69,14203.6,15284.31,15747.46,16365.01,15747.46,15129.91,15284.31,14975.53,15901.85,15901.85,14975.53,15901.85,15747.46,15901.86,15129.92,15593.08,15129.91,15901.85,14975.53,16056.23,16365.01,14975.53,14666.76,15747.46,15438.69,15747.47,15747.46,15284.3,15129.92,15284.31,15129.92,15901.85,16365.01,14666.76,15284.3,15747.46,14821.14,15438.69,15747.47,15747.46,14666.76,15129.91,15438.69,15901.85,15438.69,15593.08,15747.47,15129.91,15747.47,16056.24,14821.14,15747.47,15438.7,14821.14,15593.08,15284.3,15284.3,14666.76,14975.52,15747.47,15129.91,14975.52,15284.3,15438.69,15438.69,14975.53,15129.92,15901.85,16056.23,14821.14,15438.7,15901.84,15593.08,16519.39,15129.91,15901.85,15284.29,14975.53,15284.31,14203.6,15438.69,15438.7,15129.91,15438.69,15438.69,16673.78,15284.3,14666.76,15747.47,16056.23,15901.85,16056.24,14975.53,15129.92,15129.92,14666.76,1543251.4499999997,829,6,14
2012/04/09,15284.27,14975.5,15284.27,15901.82,15284.27,15593.04,15438.66,15284.27,15438.66,15438.66,15747.43,14975.5,14975.5,16364.98,15438.66,15438.66,15593.05,15593.04,15438.66,16056.2,15129.89,15747.43,14975.5,15747.44,15438.66,15438.66,15129.89,16056.21,15284.27,15593.04,16210.59,15438.66,14512.34,14975.5,14512.34,15129.89,15129.89,15284.27,15284.27,15747.43,15284.27,15129.89,15284.27,15593.05,15593.05,15593.05,14975.5,15747.43,15901.82,15438.66,16056.2,15438.66,14666.73,14666.73,15284.27,15129.88,15284.27,15593.05,15129.89,14512.34,15593.05,14975.5,15901.82,14666.73,15901.82,15747.44,15593.05,15593.05,15284.27,15593.04,15593.04,15129.89,15438.66,16210.59,15284.27,15129.89,15747.43,15129.89,16364.98,15284.27,14975.5,15284.27,15438.66,15747.43,16056.21,15284.27,15593.05,15901.82,15593.05,15438.66,15438.66,14821.11,14975.5,15284.28,14975.5,14821.11,14975.5,14975.5,14975.5,16364.97,1539697.51,830,0,15
2012/04/10,13895.89,15439.88,15903.08,15131.08,15748.68,15131.08,14976.69,15439.88,15748.68,15285.48,15594.28,15748.68,15748.68,15903.08,14976.68,15594.28,15594.28,15748.68,15748.68,15748.68,15439.88,14667.89,15285.48,15131.08,16057.48,15285.48,15903.08,15285.48,15594.28,16366.27,15903.08,15285.48,15439.88,16211.87,15594.28,15748.68,15285.48,14822.29,14667.89,15594.28,15131.08,15285.48,15439.88,14822.29,14976.68,16211.88,15903.08,15748.68,14513.49,16057.48,15131.08,15131.08,14976.68,15439.88,15903.08,15748.68,14359.09,15903.08,15285.48,14667.89,16057.48,15594.28,15748.68,15439.88,15903.08,15131.08,15439.88,15903.08,15903.08,15439.88,15131.08,15903.08,15285.48,14667.89,16057.48,15594.28,16211.87,15903.08,15439.88,15439.88,15903.08,15903.08,14513.49,14513.49,15748.68,15594.28,15594.28,16829.47,15439.88,15594.28,15439.88,15903.08,15439.88,16057.48,16057.48,16057.48,16057.48,15131.08,16057.48,15903.08,1551244.88,831,1,15
2012/04/11,16059.2,15132.71,16059.2,15750.37,15441.54,15287.13,16676.86,15750.37,15441.54,14978.29,15441.54,15904.79,14978.29,15441.54,16213.62,15904.79,15287.12,14978.3,15595.96,16213.62,16213.62,15132.71,16059.2,15750.37,15132.71,16368.04,15132.71,14823.87,15595.95,16059.21,15287.12,15904.79,15595.96,14978.3,15750.37,15441.54,15904.79,15287.13,14823.88,15595.95,15441.54,15750.37,15287.13,16059.2,15441.54,16368.03,15287.13,15287.12,15441.54,15132.71,16368.03,15595.95,15287.13,15287.12,15595.95,15441.54,15287.13,15132.71,15287.12,15904.79,14515.05,15132.71,15132.7,16059.2,15750.37,14515.04,15595.95,15904.79,14669.46,15441.54,16368.04,16213.61,14978.29,14978.29,14360.64,15595.95,15750.38,15287.12,15132.71,16368.04,14669.46,14669.46,16522.45,15750.37,15595.95,15595.96,15441.54,15750.37,15287.12,14360.63,15904.78,14823.88,14515.05,15750.37,15132.71,14360.63,15441.54,15441.54,16059.2,15904.79,1548786.4600000002,832,2,15
2012/04/12,15750.04,14977.98,14977.98,15286.8,14977.98,15441.21,14514.75,15441.21,15441.22,14669.16,15286.8,14977.98,15286.8,14669.15,15595.62,15750.03,14823.56,14977.97,14977.97,15595.62,15132.39,15595.62,16058.87,15904.45,15595.62,15904.44,15441.21,15286.81,15132.39,15286.8,14669.15,15441.21,15595.62,15286.79,15441.21,15132.39,16213.27,14977.97,14514.74,15904.45,15595.63,15286.8,15595.62,15595.63,16058.86,15904.46,14823.56,15750.04,15441.21,14823.56,15286.8,14977.98,15441.21,14823.57,15904.45,16213.27,15595.61,15595.62,15132.39,15286.8,15750.04,15286.8,15441.22,16058.86,14823.57,15904.46,14669.16,15750.04,15750.04,15132.38,15441.21,15286.8,15132.39,15904.45,15595.62,15595.63,15595.62,15750.04,16058.87,15441.21,15441.22,16213.28,15441.21,15441.21,16213.28,15904.44,16058.87,15286.8,15595.63,14977.98,15441.22,15441.21,14823.56,15595.63,15132.39,16213.27,14977.97,16058.86,15132.39,16367.67,1543194.7999999996,833,3,15
